,Student ID,student_name,gender,year,school_name,Average Reading Score,Average Maths Score
6773,6773,Nathan Reeves,M,12,Shelton High School,85,54
6774,6774,Jeffery Thompson,M,12,Shelton High School,64,71
6775,6775,Margaret Mercado,F,9,Shelton High School,50,46
6776,6776,Taylor Baker,F,12,Shelton High School,43,83
6777,6777,Rachel Anderson,F,11,Shelton High School,86,80
6778,6778,Jeffrey Smith,M,11,Shelton High School,73,55
6779,6779,Todd Dean,M,10,Shelton High School,63,91
6780,6780,Mindy Sims,F,10,Shelton High School,89,55
6781,6781,Benjamin Alvarado,M,9,Shelton High School,84,96
6782,6782,Dominique Estrada,F,10,Shelton High School,77,47
6783,6783,Samuel Davis,M,12,Shelton High School,94,49
6784,6784,Cory Maddox,M,11,Shelton High School,62,46
6785,6785,Lisa Smith,F,11,Shelton High School,48,60
6786,6786,Kylie Gonzalez,F,9,Shelton High School,78,82
6787,6787,Calvin Scott,M,11,Shelton High School,88,84
6788,6788,Rebecca Whitehead,F,10,Shelton High School,57,95
6789,6789,Victoria Hicks,F,11,Shelton High School,94,47
6790,6790,Kimberly Tucker,F,9,Shelton High School,50,73
6791,6791,Jessica Soto,F,10,Shelton High School,69,81
6792,6792,Juan Rojas,M,9,Shelton High School,64,64
6793,6793,Vanessa Shaw,F,10,Shelton High School,85,84
6794,6794,Glenn Mcdonald,M,12,Shelton High School,44,92
6795,6795,Cody Smith,M,12,Shelton High School,87,57
6796,6796,Brian Munoz,M,10,Shelton High School,60,72
6797,6797,Katherine Stephens,F,12,Shelton High School,77,46
6798,6798,Abigail Moore,F,9,Shelton High School,92,95
6799,6799,William Mitchell,M,12,Shelton High School,56,97
6800,6800,Colton Cook,M,10,Shelton High School,51,75
6801,6801,Patricia Watson,F,11,Shelton High School,55,94
6802,6802,Zachary Greer,M,9,Shelton High School,54,54
6803,6803,Emily George,F,10,Shelton High School,92,81
6804,6804,Hector Estrada,M,11,Shelton High School,98,85
6805,6805,Michael Whitehead,M,9,Shelton High School,59,61
6806,6806,Alexander Hughes,M,11,Shelton High School,77,49
6807,6807,Lisa King,F,9,Shelton High School,98,60
6808,6808,Amanda Murphy,F,12,Shelton High School,48,57
6809,6809,William Roberts,M,10,Shelton High School,91,70
6810,6810,James Turner,M,12,Shelton High School,86,49
6811,6811,Matthew Hayes,M,9,Shelton High School,71,80
6812,6812,Michelle Mendez,F,12,Shelton High School,56,49
6813,6813,Melinda Benton,F,10,Shelton High School,81,58
6814,6814,Megan Perez,F,10,Shelton High School,77,80
6815,6815,Alex Bernard,M,12,Shelton High School,63,80
6816,6816,Tina Valencia,F,11,Shelton High School,66,76
6817,6817,Michael Shea MD,M,12,Shelton High School,49,60
6818,6818,Maria Allen,F,10,Shelton High School,53,54
6819,6819,Connie Garcia,F,10,Shelton High School,50,66
6820,6820,Chad Hall,M,12,Shelton High School,92,52
6821,6821,Tiffany Foster,F,11,Shelton High School,55,86
6822,6822,Nathan Marshall,M,9,Shelton High School,83,98
6823,6823,Scott Roth,M,11,Shelton High School,96,56
6824,6824,Shelley Spears,F,11,Shelton High School,96,51
6825,6825,John Sullivan,M,11,Shelton High School,89,75
6826,6826,Brian Lam,M,10,Shelton High School,97,47
6827,6827,Jennifer Henderson,F,12,Shelton High School,43,87
6828,6828,Katherine Jordan,F,11,Shelton High School,66,77
6829,6829,Alejandra Dickson,F,9,Shelton High School,82,98
6830,6830,Maria Espinoza,F,11,Shelton High School,97,82
6831,6831,Misty Thomas,F,12,Shelton High School,76,74
6832,6832,Spencer Anderson,M,9,Shelton High School,44,60
6833,6833,Daniel Snyder,M,9,Shelton High School,53,71
6834,6834,Jesse Miller,M,10,Shelton High School,74,75
6835,6835,Jesse Thompson DDS,M,9,Shelton High School,50,89
6836,6836,Gloria Gardner,F,11,Shelton High School,96,87
6837,6837,Jessica Thomas,F,11,Shelton High School,86,77
6838,6838,Eugene Wright,M,9,Shelton High School,78,85
6839,6839,Rebekah Reed,F,10,Shelton High School,53,66
6840,6840,Kevin Contreras,M,9,Shelton High School,90,46
6841,6841,Michael Ward,M,11,Shelton High School,87,48
6842,6842,Mason Collins,M,10,Shelton High School,84,54
6843,6843,Taylor Klein,F,12,Shelton High School,54,60
6844,6844,Brenda Nolan,F,12,Shelton High School,61,78
6845,6845,Timothy Parks,M,11,Shelton High School,75,97
6846,6846,Thomas Long,M,11,Shelton High School,88,80
6847,6847,Christine Bates,F,10,Shelton High School,96,81
6848,6848,Seth Johnson,M,11,Shelton High School,52,69
6849,6849,Timothy Mccall,M,9,Shelton High School,76,87
6850,6850,Brooke Simpson DVM,F,9,Shelton High School,45,74
6851,6851,Ashley Fuller,F,11,Shelton High School,70,49
6852,6852,Rebecca Garner,F,9,Shelton High School,97,92
6853,6853,Martha Smith,F,12,Shelton High School,78,55
6854,6854,Terry Richardson,M,9,Shelton High School,44,73
6855,6855,Vanessa Le,F,10,Shelton High School,98,61
6856,6856,Jessica Hansen,F,12,Shelton High School,66,72
6857,6857,James Brennan,M,12,Shelton High School,68,60
6858,6858,Erin Hall,F,11,Shelton High School,73,77
6859,6859,Kayla Hinton,F,12,Shelton High School,83,73
6860,6860,Michaela Knox,F,9,Shelton High School,95,58
6861,6861,Annette Herrera,F,10,Shelton High School,66,91
6862,6862,Bryan Glenn,M,11,Shelton High School,76,70
6863,6863,Mr. Michael Davis,M,9,Shelton High School,82,71
6864,6864,Cory Saunders,M,9,Shelton High School,86,86
6865,6865,Angela Guzman,F,10,Shelton High School,56,50
6866,6866,Vanessa Palmer,F,11,Shelton High School,95,88
6867,6867,Patricia Montoya,F,11,Shelton High School,52,68
6868,6868,Mercedes Gilbert,F,9,Shelton High School,76,66
6869,6869,Kristina Estrada,F,9,Shelton High School,80,81
6870,6870,Jeffrey Kemp,M,12,Shelton High School,93,63
6871,6871,Miguel Lamb,M,12,Shelton High School,90,66
6872,6872,Mark Foster,M,12,Shelton High School,82,98
6873,6873,Shannon Velazquez,F,9,Shelton High School,54,79
6874,6874,Paul Cox,M,9,Shelton High School,94,51
6875,6875,Timothy Bauer,M,11,Shelton High School,60,93
6876,6876,Kimberly Collins,F,12,Shelton High School,47,95
6877,6877,Kevin Fitzgerald,M,9,Shelton High School,56,61
6878,6878,Randy Krause,M,11,Shelton High School,66,68
6879,6879,Rachel Vasquez,F,9,Shelton High School,89,47
6880,6880,Jason Taylor,M,10,Shelton High School,83,52
6881,6881,Stacey Oliver,F,11,Shelton High School,95,46
6882,6882,David Jones,M,9,Shelton High School,68,78
6883,6883,Adrian Griffin,M,10,Shelton High School,50,86
6884,6884,Donna Mitchell,F,10,Shelton High School,89,69
6885,6885,Eric Pena,M,12,Shelton High School,48,89
6886,6886,Betty Hernandez,F,10,Shelton High School,61,82
6887,6887,Alexis Jackson,F,12,Shelton High School,95,68
6888,6888,Katherine Hart,F,9,Shelton High School,65,67
6889,6889,Aaron Duncan,M,9,Shelton High School,78,69
6890,6890,Travis Woods,M,10,Shelton High School,44,81
6891,6891,Diana Newman,F,9,Shelton High School,72,99
6892,6892,Bradley Smith,M,11,Shelton High School,96,93
6893,6893,Tamara Valdez,F,9,Shelton High School,94,78
6894,6894,Dana Cortez,F,10,Shelton High School,67,64
6895,6895,Deborah West,F,12,Shelton High School,99,54
6896,6896,Diana Boone,F,12,Shelton High School,52,92
6897,6897,Pamela Dougherty,F,9,Shelton High School,77,81
6898,6898,Debra Rivas,F,9,Shelton High School,68,53
6899,6899,Mindy Monroe,F,11,Shelton High School,60,80
6900,6900,Monica Bailey,F,10,Shelton High School,93,91
6901,6901,Earl Sims,M,10,Shelton High School,57,82
6902,6902,Richard Kirk,M,12,Shelton High School,80,94
6903,6903,Keith Flowers,M,12,Shelton High School,94,67
6904,6904,Ronald Henderson,M,11,Shelton High School,93,75
6905,6905,Michael Anderson,M,9,Shelton High School,94,46
6906,6906,Brent Hicks,M,10,Shelton High School,88,79
6907,6907,James Ali,M,9,Shelton High School,50,64
6908,6908,Allison Young,F,10,Shelton High School,61,77
6909,6909,Scott Lin,M,12,Shelton High School,95,77
6910,6910,Michael Wood,M,11,Shelton High School,84,65
6911,6911,Christopher Pacheco,M,9,Shelton High School,79,87
6912,6912,Eric Moyer,M,12,Shelton High School,66,55
6913,6913,Susan Ibarra,F,11,Shelton High School,51,79
6914,6914,Henry Olson,M,12,Shelton High School,54,82
6915,6915,Terry Hansen,M,9,Shelton High School,83,94
6916,6916,Bonnie Burke,F,12,Shelton High School,84,91
6917,6917,Elizabeth Holloway,F,11,Shelton High School,69,70
6918,6918,Tracy Byrd,M,9,Shelton High School,63,45
6919,6919,Mr. Thomas White,M,10,Shelton High School,49,77
6920,6920,Margaret Gomez,F,9,Shelton High School,80,48
6921,6921,Leslie Jones,F,9,Shelton High School,73,87
6922,6922,Andrea Murphy,F,11,Shelton High School,96,51
6923,6923,Allison Mckinney,F,9,Shelton High School,94,72
6924,6924,Lisa Ali,F,11,Shelton High School,83,63
6925,6925,Kathleen Molina,F,11,Shelton High School,51,57
6926,6926,Todd Trevino,M,11,Shelton High School,74,70
6927,6927,Jessica Scott DDS,F,12,Shelton High School,69,51
6928,6928,Frank Braun,M,10,Shelton High School,54,70
6929,6929,Meghan Armstrong,F,10,Shelton High School,85,88
6930,6930,Eric Goodwin,M,11,Shelton High School,81,65
6931,6931,Nicole Snyder,F,11,Shelton High School,94,96
6932,6932,Jennifer Cohen,F,12,Shelton High School,57,87
6933,6933,Bruce Boyer,M,9,Shelton High School,44,46
6934,6934,Jennifer Vazquez,F,11,Shelton High School,96,49
6935,6935,John Gilmore,M,10,Shelton High School,97,94
6936,6936,Pamela Robinson,F,12,Shelton High School,97,88
6937,6937,Jared Reid,M,11,Shelton High School,60,95
6938,6938,Renee Richards,F,11,Shelton High School,64,66
6939,6939,Michael White,M,10,Shelton High School,81,85
6940,6940,Mark Holmes,M,10,Shelton High School,53,54
6941,6941,Elizabeth Dominguez,F,9,Shelton High School,53,89
6942,6942,Joshua Harris,M,12,Shelton High School,83,54
6943,6943,Ashley Summers,F,10,Shelton High School,66,63
6944,6944,Jennifer Kelly,F,9,Shelton High School,95,74
6945,6945,Regina Ramirez,F,9,Shelton High School,79,88
6946,6946,Stephen Bowman,M,11,Shelton High School,83,77
6947,6947,Sylvia Nguyen,F,12,Shelton High School,91,91
6948,6948,David Lee,M,12,Shelton High School,68,81
6949,6949,Thomas Boone,M,12,Shelton High School,99,61
6950,6950,Kenneth Jensen,M,10,Shelton High School,67,66
6951,6951,Jeffrey Merritt,M,12,Shelton High School,44,79
6952,6952,Sandra Woodward,F,11,Shelton High School,44,60
6953,6953,Rita Dunlap,F,9,Shelton High School,47,76
6954,6954,Elizabeth Henderson,F,11,Shelton High School,59,52
6955,6955,Benjamin Hernandez,M,9,Shelton High School,75,62
6956,6956,Christopher Wright,M,12,Shelton High School,64,64
6957,6957,John Johnson,M,12,Shelton High School,43,45
6958,6958,Marc Wilson,M,9,Shelton High School,70,79
6959,6959,Nancy Castillo,F,11,Shelton High School,88,88
6960,6960,Jeffrey Walsh,M,11,Shelton High School,61,91
6961,6961,Lee Mooney,M,11,Shelton High School,74,67
6962,6962,Jennifer Crosby,F,10,Shelton High School,61,65
6963,6963,Allison Hawkins,F,10,Shelton High School,75,99
6964,6964,Adam Hunt,M,12,Shelton High School,44,70
6965,6965,Mr. Michael Burton,M,9,Shelton High School,82,82
6966,6966,Amanda Kim,F,9,Shelton High School,88,95
6967,6967,Kurt Lucas,M,10,Shelton High School,90,80
6968,6968,Jose Jackson,M,9,Shelton High School,43,85
6969,6969,Amanda Randall,F,10,Shelton High School,79,96
6970,6970,Joseph Robinson,M,10,Shelton High School,83,92
6971,6971,James Jenkins,M,10,Shelton High School,82,67
6972,6972,Hannah Peterson,F,9,Shelton High School,70,91
6973,6973,Teresa Phillips,F,9,Shelton High School,63,65
6974,6974,Matthew Gregory,M,9,Shelton High School,63,52
6975,6975,David Stevenson,M,12,Shelton High School,51,88
6976,6976,Trevor Clark,M,9,Shelton High School,47,80
6977,6977,Christian Young,M,9,Shelton High School,55,85
6978,6978,Jonathan Cole,M,11,Shelton High School,96,47
6979,6979,Andrew Wright,M,10,Shelton High School,92,86
6980,6980,Gary Morse,M,11,Shelton High School,71,47
6981,6981,Dale Jordan,M,9,Shelton High School,45,68
6982,6982,Amber King,F,9,Shelton High School,93,75
6983,6983,Brenda Smith,F,10,Shelton High School,51,56
6984,6984,Sarah Vasquez,F,10,Shelton High School,43,63
6985,6985,Patricia Moran,F,9,Shelton High School,61,97
6986,6986,Nicholas Garner,M,12,Shelton High School,60,57
6987,6987,Lauren Ward,F,11,Shelton High School,87,82
6988,6988,Megan Medina,F,12,Shelton High School,67,83
6989,6989,Anthony Strong,M,10,Shelton High School,60,90
6990,6990,Alexander Ramsey,M,9,Shelton High School,76,93
6991,6991,Kelly Andrews,F,10,Shelton High School,74,83
6992,6992,Felicia Barry,F,10,Shelton High School,51,93
6993,6993,Gregory Garcia,M,12,Shelton High School,46,90
6994,6994,Leslie Smith,F,11,Shelton High School,45,86
6995,6995,Maria Miller,F,9,Shelton High School,49,49
6996,6996,Thomas Lowe,M,10,Shelton High School,61,73
6997,6997,Peter Cook,M,11,Shelton High School,95,66
6998,6998,Bridget Adams,F,9,Shelton High School,86,75
6999,6999,Victoria Maxwell,F,9,Shelton High School,70,86
7000,7000,Erica Bridges,F,10,Shelton High School,93,58
7001,7001,Mrs. Laurie Brown,F,11,Shelton High School,64,58
7002,7002,Donna Kennedy,F,11,Shelton High School,50,89
7003,7003,Sandra Nichols,F,11,Shelton High School,72,66
7004,7004,Emily Oneal,F,10,Shelton High School,61,86
7005,7005,Mark Yoder,M,10,Shelton High School,78,95
7006,7006,Katherine Robinson,F,12,Shelton High School,79,92
7007,7007,Mark Hahn,M,10,Shelton High School,50,54
7008,7008,Alexander Caldwell,M,12,Shelton High School,60,64
7009,7009,Jasmine Gutierrez,F,9,Shelton High School,63,70
7010,7010,Gwendolyn Johnson,F,12,Shelton High School,80,54
7011,7011,Nicholas Lee,M,9,Shelton High School,59,89
7012,7012,Regina Dixon,F,12,Shelton High School,87,86
7013,7013,Richard Davis,M,11,Shelton High School,71,96
7014,7014,Crystal Proctor,F,11,Shelton High School,82,94
7015,7015,Cathy Sharp,F,9,Shelton High School,56,84
7016,7016,Oscar Carlson,M,9,Shelton High School,70,94
7017,7017,Isaac Sanchez,M,12,Shelton High School,61,84
7018,7018,Thomas Brown,M,10,Shelton High School,62,56
7019,7019,Timothy Stewart,M,10,Shelton High School,92,49
7020,7020,Kevin Burton,M,11,Shelton High School,94,53
7021,7021,Matthew King,M,9,Shelton High School,95,57
7022,7022,Ryan Rogers,M,11,Shelton High School,79,48
7023,7023,Shelia Patrick,F,11,Shelton High School,70,75
7024,7024,Andrew Peck,M,11,Shelton High School,92,54
7025,7025,Brenda Hawkins,F,9,Shelton High School,76,47
7026,7026,Steven Turner,M,9,Shelton High School,62,83
7027,7027,Daisy Hernandez,F,11,Shelton High School,96,50
7028,7028,Juan Hawkins,M,11,Shelton High School,98,89
7029,7029,Sheila Farmer,F,10,Shelton High School,69,45
7030,7030,Cindy Logan,F,12,Shelton High School,82,76
7031,7031,Michele Byrd,F,12,Shelton High School,64,52
7032,7032,Katie Pearson,F,9,Shelton High School,63,61
7033,7033,Jordan Nunez,F,9,Shelton High School,70,72
7034,7034,Morgan Doyle,F,12,Shelton High School,66,81
7035,7035,Steven Fuller,M,9,Shelton High School,47,97
7036,7036,Tyler Burnett,M,11,Shelton High School,62,67
7037,7037,Stacey Carter,F,10,Shelton High School,64,83
7038,7038,Lisa Ramirez,F,9,Shelton High School,58,63
7039,7039,Kathy Gordon,F,12,Shelton High School,54,62
7040,7040,Martha Riley,F,10,Shelton High School,46,55
7041,7041,Lindsey Sanchez,F,10,Shelton High School,53,64
7042,7042,Jose Holden,M,11,Shelton High School,66,96
7043,7043,Kevin Gray,M,11,Shelton High School,69,95
7044,7044,Maria Alvarez,F,11,Shelton High School,77,49
7045,7045,Nicholas Jones MD,M,12,Shelton High School,97,86
7046,7046,Joshua Hancock,M,11,Shelton High School,98,53
7047,7047,Lauren Smith,F,10,Shelton High School,58,90
7048,7048,Corey Conley,M,9,Shelton High School,80,66
7049,7049,Heather Rollins,F,9,Shelton High School,66,52
7050,7050,Chad Baker,M,10,Shelton High School,83,97
7051,7051,Amy Miller,F,9,Shelton High School,85,47
7052,7052,Billy Sharp,M,11,Shelton High School,45,81
7053,7053,Phillip Ray,M,9,Shelton High School,79,58
7054,7054,Dawn Mullen,F,12,Shelton High School,74,82
7055,7055,Michael Hall,M,12,Shelton High School,76,50
7056,7056,John Perkins,M,9,Shelton High School,78,66
7057,7057,John Harper,M,12,Shelton High School,68,63
7058,7058,Diane Anderson,F,10,Shelton High School,98,68
7059,7059,Sonya Miller,F,9,Shelton High School,87,86
7060,7060,Rita Torres,F,9,Shelton High School,75,56
7061,7061,Elizabeth Tran,F,11,Shelton High School,98,78
7062,7062,Leslie Espinoza,F,10,Shelton High School,68,58
7063,7063,James Robertson,M,10,Shelton High School,64,58
7064,7064,Catherine Phillips,F,10,Shelton High School,90,86
7065,7065,Jennifer Phillips,F,9,Shelton High School,99,68
7066,7066,Jack Flores,M,11,Shelton High School,69,68
7067,7067,Krista Roman,F,10,Shelton High School,62,74
7068,7068,Mark Moore,M,12,Shelton High School,91,53
7069,7069,Christian Williamson,M,10,Shelton High School,67,75
7070,7070,Gregory Becker,M,10,Shelton High School,93,76
7071,7071,Felicia Castro,F,9,Shelton High School,87,59
7072,7072,Yolanda Hodge,F,10,Shelton High School,88,95
7073,7073,Lisa Wallace,F,11,Shelton High School,89,53
7074,7074,Bryan Haynes,M,9,Shelton High School,84,96
7075,7075,Charles Bryant,M,9,Shelton High School,54,78
7076,7076,Steven Torres,M,10,Shelton High School,66,45
7077,7077,Ronald Moore II,M,10,Shelton High School,73,47
7078,7078,Brooke Hobbs,F,12,Shelton High School,50,66
7079,7079,Matthew Coleman,M,9,Shelton High School,53,61
7080,7080,Gloria Stewart,F,9,Shelton High School,79,81
7081,7081,Mr. Jonathon Patrick,M,9,Shelton High School,79,89
7082,7082,Stephanie Beck,F,11,Shelton High School,94,76
7083,7083,Leslie Clark,F,9,Shelton High School,48,64
7084,7084,Elizabeth Miles,F,10,Shelton High School,69,93
7085,7085,Brian Dean,M,12,Shelton High School,59,92
7086,7086,Dennis Wright,M,11,Shelton High School,54,89
7087,7087,Roger Porter,M,9,Shelton High School,49,69
7088,7088,Gregory Koch,M,10,Shelton High School,98,88
7089,7089,Patricia Williams,F,11,Shelton High School,97,81
7090,7090,Craig Kim,M,10,Shelton High School,81,89
7091,7091,Rebecca Mathews,F,11,Shelton High School,60,47
7092,7092,Rachel Chang,F,10,Shelton High School,91,63
7093,7093,Amber Stephenson,F,10,Shelton High School,49,68
7094,7094,Nicholas Gallegos,M,9,Shelton High School,82,83
7095,7095,Barbara Reeves,F,11,Shelton High School,98,85
7096,7096,Rachel Payne,F,11,Shelton High School,79,95
7097,7097,Julia Davenport,F,12,Shelton High School,87,66
7098,7098,Cody Novak,M,11,Shelton High School,74,69
7099,7099,Sheila Griffin,F,10,Shelton High School,91,84
7100,7100,Crystal Haynes,F,9,Shelton High School,84,49
7101,7101,Alicia Stewart,F,9,Shelton High School,75,73
7102,7102,Matthew Chase,M,11,Shelton High School,65,53
7103,7103,Jamie Carrillo,F,10,Shelton High School,67,91
7104,7104,Melinda Thompson,F,9,Shelton High School,58,51
7105,7105,Tamara Butler,F,9,Shelton High School,62,93
7106,7106,Lisa Brown,F,9,Shelton High School,46,73
7107,7107,Matthew Martin,M,10,Shelton High School,48,51
7108,7108,Dana Cook,F,10,Shelton High School,53,67
7109,7109,Thomas Boyd,M,9,Shelton High School,67,64
7110,7110,Lance Kelley,M,11,Shelton High School,50,46
7111,7111,Lauren Allen,F,9,Shelton High School,54,66
7112,7112,Douglas Wright,M,12,Shelton High School,52,47
7113,7113,Mr. Andrew Kemp,M,11,Shelton High School,60,80
7114,7114,Christopher Vargas,M,11,Shelton High School,47,90
7115,7115,Justin Ward,M,11,Shelton High School,43,66
7116,7116,Marie Oneill,F,9,Shelton High School,82,96
7117,7117,Carol Robinson,F,10,Shelton High School,62,93
7118,7118,Hunter Tucker,M,9,Shelton High School,79,61
7119,7119,Jason Peterson,M,11,Shelton High School,92,52
7120,7120,Michelle Brown,F,10,Shelton High School,98,68
7121,7121,William Mendoza,M,9,Shelton High School,97,75
7122,7122,Jerome Hansen,M,11,Shelton High School,43,48
7123,7123,Mitchell Elliott,M,12,Shelton High School,47,79
7124,7124,Jennifer Martinez,F,12,Shelton High School,67,90
7125,7125,Briana White,F,9,Shelton High School,64,80
7126,7126,Kyle Rodriguez,M,9,Shelton High School,83,54
7127,7127,Dale Howe,M,10,Shelton High School,73,78
7128,7128,Scott Durham,M,9,Shelton High School,56,96
7129,7129,Tara Berger,F,9,Shelton High School,89,85
7130,7130,Diana Mccormick,F,11,Shelton High School,78,86
7131,7131,Scott Lopez,M,10,Shelton High School,76,80
7132,7132,Kristen Clark,F,11,Shelton High School,44,85
7133,7133,Roberto Garcia,M,12,Shelton High School,94,56
7134,7134,Zoe Mayer,F,11,Shelton High School,93,92
7135,7135,Kimberly Knight,F,12,Shelton High School,67,80
7136,7136,Gina Robertson,F,9,Shelton High School,81,85
7137,7137,Dustin Rojas,M,11,Shelton High School,56,64
7138,7138,Karen Peters,F,11,Shelton High School,48,66
7139,7139,Roger Graham,M,11,Shelton High School,53,96
7140,7140,Steven Lewis,M,11,Shelton High School,61,93
7141,7141,Thomas Alexander,M,12,Shelton High School,59,77
7142,7142,Kathleen Carroll,F,9,Shelton High School,86,75
7143,7143,Alexander Gonzalez,M,9,Shelton High School,73,87
7144,7144,Alexander Garcia PhD,M,10,Shelton High School,83,91
7145,7145,Kathy Wolf,F,10,Shelton High School,53,50
7146,7146,Bradley Torres,M,9,Shelton High School,76,64
7147,7147,Peter Delacruz,M,9,Shelton High School,93,66
7148,7148,Stephanie Macdonald,F,10,Shelton High School,63,80
7149,7149,Bradley Rice,M,10,Shelton High School,75,78
7150,7150,Sonya Smith,F,10,Shelton High School,56,93
7151,7151,Matthew Miller,M,9,Shelton High School,93,45
7152,7152,Charles Brown,M,9,Shelton High School,72,93
7153,7153,Robert Hill,M,10,Shelton High School,76,65
7154,7154,Michael Sosa,M,9,Shelton High School,91,88
7155,7155,Bridget Hoffman,F,9,Shelton High School,51,86
7156,7156,Jeanne Malone,F,11,Shelton High School,74,71
7157,7157,Kathleen Juarez,F,10,Shelton High School,96,73
7158,7158,Robert Green,M,11,Shelton High School,89,68
7159,7159,Julie Lopez,F,12,Shelton High School,44,74
7160,7160,Tiffany Owens,F,10,Shelton High School,44,70
7161,7161,Ashley Wolf,F,9,Shelton High School,52,93
7162,7162,Patrick Alexander,M,11,Shelton High School,52,49
7163,7163,Linda Farley,F,9,Shelton High School,85,71
7164,7164,Andre Chavez,M,12,Shelton High School,64,93
7165,7165,Garrett White,M,10,Shelton High School,92,59
7166,7166,Donna Santana,F,10,Shelton High School,52,79
7167,7167,Terry Douglas,M,11,Shelton High School,94,93
7168,7168,Justin Smith,M,9,Shelton High School,55,81
7169,7169,Brett Campbell MD,M,9,Shelton High School,90,47
7170,7170,Gregory Wood,M,11,Shelton High School,58,75
7171,7171,Wendy Douglas,F,9,Shelton High School,82,64
7172,7172,Mrs. Paige Hall,F,10,Shelton High School,55,89
7173,7173,Richard Burns,M,9,Shelton High School,84,58
7174,7174,Jack Garcia,M,10,Shelton High School,96,68
7175,7175,Hannah Ross,F,9,Shelton High School,65,94
7176,7176,Jacob Brooks,M,12,Shelton High School,81,95
7177,7177,Jasmine Hunter,F,12,Shelton High School,96,61
7178,7178,Maria Phillips,F,11,Shelton High School,63,65
7179,7179,John Bartlett,M,12,Shelton High School,78,99
7180,7180,Chelsea Frazier,F,9,Shelton High School,98,58
7181,7181,Lynn Douglas,F,10,Shelton High School,79,76
7182,7182,Christopher Cochran,M,11,Shelton High School,90,46
7183,7183,Joseph Rocha,M,9,Shelton High School,97,76
7184,7184,Eric Preston,M,11,Shelton High School,74,85
7185,7185,Scott Hall,M,9,Shelton High School,60,51
7186,7186,Belinda Mccoy,F,12,Shelton High School,99,75
7187,7187,Carmen Mcmillan,F,9,Shelton High School,47,75
7188,7188,Ryan Johnson,M,10,Shelton High School,90,58
7189,7189,Gina Washington,F,12,Shelton High School,60,93
7190,7190,Jasmine Parker,F,9,Shelton High School,99,66
7191,7191,Kimberly Davis,F,10,Shelton High School,62,57
7192,7192,Andrew Short,M,11,Shelton High School,88,61
7193,7193,Mathew Singh,M,11,Shelton High School,82,49
7194,7194,Danielle Smith MD,F,10,Shelton High School,45,70
7195,7195,Larry Owen,M,9,Shelton High School,57,69
7196,7196,Jamie Chase,F,9,Shelton High School,71,72
7197,7197,Matthew Cook,M,9,Shelton High School,94,80
7198,7198,Mark Lyons,M,10,Shelton High School,53,51
7199,7199,Julia Jackson,F,10,Shelton High School,91,57
7200,7200,Peter Sullivan,M,9,Shelton High School,69,88
7201,7201,Luke Kelly,M,12,Shelton High School,51,58
7202,7202,Andrea Gregory,F,10,Shelton High School,47,76
7203,7203,Sean Hall,M,9,Shelton High School,53,65
7204,7204,Glen Richard,M,9,Shelton High School,76,66
7205,7205,John Powers,M,9,Shelton High School,44,95
7206,7206,Marcus Stewart,M,9,Shelton High School,54,76
7207,7207,Anthony Cameron,M,12,Shelton High School,78,86
7208,7208,Sean Finley,M,12,Shelton High School,56,48
7209,7209,Nicole Brooks,F,10,Shelton High School,52,67
7210,7210,Alicia Rogers,F,9,Shelton High School,64,85
7211,7211,Kendra Garcia,F,12,Shelton High School,64,77
7212,7212,Stephen Turner,M,10,Shelton High School,43,87
7213,7213,Jessica Davis,F,9,Shelton High School,82,71
7214,7214,Catherine Mendez MD,F,11,Shelton High School,55,55
7215,7215,Maria Huff,F,9,Shelton High School,96,59
7216,7216,Nathan Mcfarland,M,9,Shelton High School,48,84
7217,7217,Jason Strickland,M,12,Shelton High School,56,93
7218,7218,Mr. David Mcdonald,M,10,Shelton High School,50,50
7219,7219,Donna Bentley,F,9,Shelton High School,64,63
7220,7220,Kayla Cordova,F,9,Shelton High School,56,77
7221,7221,Mariah Guzman,F,11,Shelton High School,62,54
7222,7222,Stephanie Thompson,F,11,Shelton High School,82,57
7223,7223,Kevin Savage,M,10,Shelton High School,80,63
7224,7224,Mrs. Ashley Porter DDS,F,12,Shelton High School,49,69
7225,7225,Thomas Baldwin,M,11,Shelton High School,70,45
7226,7226,Lisa Vaughn,F,10,Shelton High School,91,72
7227,7227,Steven Small,M,12,Shelton High School,78,81
7228,7228,Steven Perez,M,10,Shelton High School,80,93
7229,7229,Ricky Atkinson,M,12,Shelton High School,69,97
7230,7230,Sheri Jones,F,11,Shelton High School,52,94
7231,7231,Joshua Gonzalez,M,9,Shelton High School,75,58
7232,7232,Zachary King,M,9,Shelton High School,82,70
7233,7233,Randy Harris,M,9,Shelton High School,77,72
7234,7234,Amy Fletcher,F,12,Shelton High School,59,56
7235,7235,Robert Marshall,M,9,Shelton High School,68,50
7236,7236,Joseph Gonzales,M,10,Shelton High School,93,48
7237,7237,Jeffrey Perry,M,9,Shelton High School,47,82
7238,7238,Danielle Meyer,F,9,Shelton High School,88,98
7239,7239,Jordan Garrison,M,10,Shelton High School,68,88
7240,7240,Tyler Wallace,M,9,Shelton High School,99,90
7241,7241,Jason Mcdowell MD,M,11,Shelton High School,48,91
7242,7242,Rickey Snyder,M,11,Shelton High School,91,64
7243,7243,Marie Patterson,F,10,Shelton High School,53,93
7244,7244,Kevin Schroeder,M,9,Shelton High School,98,58
7245,7245,Alexander Estrada,M,11,Shelton High School,83,56
